Business Name,Profile,Phone Number,Address,Website,Rating,Review Count,Catagories,Neighborhoods,Extra Phones,e-mail,Other Links,Social Media
Personalized AutoHaus Inc.,https://www.yellowpages.com/san-diego-ca/mip/personalized-autohaus-inc-21907635?lid=1001409255741,(858) 586-7771,"8645 Commerce Ave, San Diego, CA 92121",http://www.personalizedautohaus.com,0.0,0,"New Car Dealers, Auto Repair & Service, Auto Transmission, Towing, Used Car Dealers",Not Listed,Not Listed,http://www.socialmedia@fahrneygroup.com,"http://www.sfford.com
http://www.fahrneygroup.com","https://www.facebook.com/FahrneyGroup
https://www.youtube.com/channel/UCj6PhEOiZ9HEN1yyF4OIdWg
https://www.pinterest.com/fahrneygroup/
https://plus.google.com/u/0/106918442498429733883/posts"
Riverview  Trucks,https://www.yellowpages.com/west-sacramento-ca/mip/riverview-trucks-2727597?lid=1001876484258,(866) 661-1829,"2445 Evergreen Ave, West Sacramento, CA 95691",http://api.citygridmedia.com/content/places/v2/click?q=urVBa6moXC5S9VPyC16BYBn_NxLXMVobS_8vbcyI69_gxb4CfBJy9OKohTker_VRQUs_rkabzY8Aw-E7wg8PzxGIRE6Qeb1zffG2kRjt9wW32cq9uCECkL8wpv5bmgpnRowVfAbTYFYNQWc4Ba1RhiVAvufVNWPkg7w-A-J-ztOm5PtEYBAxtAu5J8N01M6apxw3tFPqukZfzK4KRpP08sX0R-f6RIx8OMLSmIbk931_qld6meVGcsc7n1Oe_u2cMvSl5alc1-LT4cM0SeScPnpVfCRULI_klToGhbPDAMtDc9eVuBQ35jtK3zJ0oNLXEf3zu-BKKPP9ZgQOh5pxvbJdJL9K0aAkm7a3-Xf6zCVqA3VuH25RUH2o-4s2xjtH1FeQG66eSYU8ZMhmwPC1-UEJToxeg3jd8YzlTZg0HB05oVtHNd-cwz66TPENlIma&reference_id=0&publisher=yellowpages&placement=ypwebsitesrpr&action_target=listing_website,0.0,0,"New Car Dealers, Auto Repair & Service, New Truck Dealers, Used Car Dealers, Used Truck Dealers",Not Listed,Not Listed,http://www.jalexander@sierramotors.net,http://www.sierracadillac.com,Not Listed
Hyundai Of La Quinta,https://www.yellowpages.com/la-quinta-ca/mip/hyundai-of-la-quinta-453603436?lid=1001876569812,(844) 498-5446,"79025 Highway 111, La Quinta, CA 92253",http://api.citygridmedia.com/content/places/v2/click?q=urVBa6moXC5S9VPyC16BYBn_NxLXMVobS_8vbcyI69_gxb4CfBJy9OKohTker_VRQUs_rkabzY8Aw-E7wg8PzxGIRE6Qeb1zffG2kRjt9wW32cq9uCECkL8wpv5bmgpnM6iGdbVEyuBKcBJx9pEya4aAbsdlWXq16ZJYmeLUWfvrmmJAnP-yFgf4TO9UorgYntJ-XX3OAhSuG9FoL1plp9LkU-dTQZ6ocE9RlDT9sMNMUQZnWzSKE1kA4129JRZ-iWxgmAgQjxSpY-3SK9gM92Zf1wFN0WY6oQe3SaOJKP0syblLXAiraEtE6Yj7-Wwz_y-8F2V3sLcuL2bFfJ-pHkUttwnWNqjIWIOi-r6-EJNWHBh9Yv_fME_Tb8ZYzv1y8dYu-bJhS6FHz48mlrrDl4pPIQAM2ssAit59JCg877i-3o757shaLFu4zv0mSmcRKKvNtwZe1nM&reference_id=0&publisher=yellowpages&placement=ypwebsitesrpr&action_target=listing_website,4.0,8,"New Car Dealers, Auto Repair & Service, Automobile Leasing, Used Car Dealers",Glendora,Not Listed,http://www.lonniere@aol.com,http://www.glendorachryslerjeepdodge.com,https://www.facebook.com/GlendoraChryslerDodgeJeepRam
Corona Motorsports,https://www.yellowpages.com/corona-ca/mip/corona-motorsports-466566338?lid=1001875553243,(951) 254-7154,"363 American Cir, Corona, CA 92880",http://api.citygridmedia.com/content/places/v2/click?q=urVBa6moXC5S9VPyC16BYBn_NxLXMVobS_8vbcyI69_gxb4CfBJy9OKohTker_VRQUs_rkabzY8Aw-E7wg8PzxGIRE6Qeb1zffG2kRjt9wW32cq9uCECkL8wpv5bmgpn2WGpLZ-84zW12EmAHsF_J667s8JOdZeMOmpiFHpad_adroOj4kWnpRtg7DP7h7xo8lRa8H-cEurHdwxA54NY4EA8CwTuqDqiTox0SIJPySOQHsojFL1iJulSahOS5jWB7_hpC437oNlmLz9xNlvYBRg5JFWGMul3ulROLZEDRuSkLxpRPvyf8YI4P6QiXIAw2lknAsU7pIrmWhohGGKw8RF3hGY7vjEyvaLNgjSnpaBvZs-nIB6B_4roD50IAigNI7bS2-BKB3h8zEk8FK-MQWj2Tbvzrhk3KrUBF8HXpRyb83Rhf-QAnQ&reference_id=0&publisher=yellowpages&placement=ypwebsitesrpr&action_target=listing_website,3.0,1,"Automobile Salvage, Automobile & Truck Brokers, Automobile Body Repairing & Painting, Junk Dealers, New Car Dealers, Truck Brokers, Used Car Dealers",Not Listed,Not Listed,http://www.searchmarketing.copart.2013@gmail.com,http://www.1800cashforjunkcars.com,https://www.facebook.com/1800cashforjunkcars/
Susi Auto Electrics,https://www.yellowpages.com/monterey-ca/mip/susi-auto-electrics-473709283?lid=1001978410088,(831) 649-1129,"1154 Del Monte Ave, Monterey, CA 93940",http://www.susiautorepair.com,5.0,17,"New Car Dealers, Auto Repair & Service, Automobile Air Conditioning Equipment, Automobile Diagnostic Service, Automobile Inspection Stations & Services, Automobile Parts & Supplies, Automotive Tune Up Service",South Los Altos,"2073 Grant Road, Los Altos:(650) 968-7227",http://www.service@alliedautoworks.com,http://www.alliedautoworks.com,Not Listed
Westside Self Service Auto Dismantling Visalia,https://www.yellowpages.com/visalia-ca/mip/westside-self-service-auto-dismantling-visalia-481205988?lid=1002145542189,(559) 537-8985,"8125 W Goshen Ave, Visalia, CA 93291",https://api.superpages.com/xml/search?SRC=ypintfeed&subaffiliate=DXC&PGID=e02.7182.8182845904523&SPGID=1682499667426.b044d0d9&ADID=12235759&DEST=https%3A%2F%2Fwestsidedismantling2.mydex.com%2FfBVSeTasiLk&C=new%20car%20dealer&T=Visalia&S=CA&PH=(559)%20537-8985&FL=url&TL=off&position=113&PS=30&PI=4&Results=FEED_CLCK&uid=b044d0d9-9ba8-40a3-9c69-7b33b4fcc8df&REF=&IP=150.147.152.147&UserAgent=python-httpx%2F0.23.3,5.0,2,"New Car Dealers, Automobile & Truck Brokers, Used Car Dealers, Wholesale Used Car Dealers",Turlock,FAX:(209) 668-9311,http://www.scottdavisautosturlock@yahoo.com,http://scottdavisautosales.com,Not Listed
Hansel Auto Group,https://www.yellowpages.com/santa-rosa-ca/mip/hansel-auto-group-525258689?lid=1002042643329,(707) 545-6602,"2800 Corby Ave, Santa Rosa, CA 95407",https://www.gohansel.com/car-service-santa-rosa-ca,0.0,0,"New Car Dealers, Auto Repair & Service, Wheels-Frame & Axle Servicing-Equipment",Not Listed,Not Listed,Not Listed,https://pilchersqualityauto.com,Not Listed
John L. Sullivan Chevrolet,https://www.yellowpages.com/roseville-ca/mip/john-l-sullivan-chevrolet-531802260?lid=1001962079227,(916) 660-5081,"350 Automall Dr, Roseville, CA 95661",?reference_id=0&publisher=yellowpages&placement=ypwebsitesrpr&action_target=listing_website,4.5,33,"Automobile Parts & Supplies, Auto Engine Rebuilding, Auto Oil & Lube, Auto Repair & Service, Auto Springs & Suspension, Auto Transmission, Auto Transmission Parts, Automobile Air Conditioning Equipment-Service & Repair, Automobile Body Repairing & Painting, Automobile Diagnostic Service, Automobile Electric Service, Automotive Tune Up Service, Brake Repair, Emissions Inspection Stations, Engine Rebuilding & Exchange, Mufflers & Exhaust Systems, New Car Dealers, Radiators Automotive Sales & Service, Steering Systems & Equipment, Tire Dealers, Tire Recap, Retread & Repair, Truck Service & Repair, Wheel Alignment-Frame & Axle Servicing-Automotive, Wheels-Aligning & Balancing, Windshield Repair","Marceline, Southeast Pasadena",Phone:(626) 584-6632,http://www.accurateautoworks@gmail.com,http://www.accurateautoworks.com,"https://www.facebook.com/pages/Accurate-Autoworks/156308521076017
https://twitter.com/AccurateA
https://plus.google.com/112016318910242314942/"
Clean Start Auto,https://www.yellowpages.com/roseville-ca/mip/clean-start-auto-532847553?lid=1001973349146,(866) 585-9227,"700 Automall Dr, Roseville, CA 95661",http://api.citygridmedia.com/content/places/v2/click?q=urVBa6moXC5S9VPyC16BYBn_NxLXMVobS_8vbcyI69_gxb4CfBJy9OKohTker_VRQUs_rkabzY8Aw-E7wg8PzxGIRE6Qeb1zffG2kRjt9wW32cq9uCECkL8wpv5bmgpnE-5tD08eSZD_Y5yT8QKoCpUpbavTXmIb5S2cnNRRU7I6FxtjygeE5Np904Ip6AHJVAmH8vMapOSwxCToIKzzpapP5c-guNbLTNn1yeIfRIun6NjgxFW0Terujlub67JTLxCLpd3k8E8Yo9_y5Wl37ds5zqBpQJEo51Z-1ZZqd_Hv4_3dbCWATW3jw551E5SgvJ3E66uXq2QvSpqV2zN9LaPqs4kBwpOq44yuqbZ3HepznL8-NXkCtpiFvsgwlRLikO1VqWvu74qbPTcBTw6SMMCwppt0mpCCu7GwwpStQe_INvpmqrWpBQ&reference_id=0&publisher=yellowpages&placement=ypwebsitesrpr&action_target=listing_website,0.0,0,"New Car Dealers, Auto Engines Installation & Exchange, Auto Repair & Service, Auto Transmission, Automobile Air Conditioning Equipment-Service & Repair",Not Listed,24 hour number:(916) 467-1685,http://www.angelosperformance@gmail.com,http://www.angelosperformance.com,Not Listed
Rally Auto Group,https://www.yellowpages.com/palmdale-ca/mip/rally-auto-group-541867399?lid=1001875553321,(844) 503-5110,"39012 Carriage Way, Palmdale, CA 93551",http://api.citygridmedia.com/content/places/v2/click?q=urVBa6moXC5S9VPyC16BYBn_NxLXMVobS_8vbcyI69_gxb4CfBJy9OKohTker_VRQUs_rkabzY8Aw-E7wg8PzxGIRE6Qeb1zffG2kRjt9wW32cq9uCECkL8wpv5bmgpnPE8soWaTRRQIyViSc_wBdrtHaRj8MW7XgWhpzRSJlWXRDTEFonxTw6LDVxLxLnv2hORlv7IOTrNkzvJIydjL0xH57dR43vvNtPO0jQQnrwJSrxuZX8sNBrtWTXRDzC97G0z611LgqzDSFkayiNnoz57XhZPwp-F6xnCqU9sdk3oHT2Ga76OwhfcHo9Tk1QQYmhX5WiAi_dWFrLadGgvKqa4BCQJgzr9K7SqLLsz4d-Z7I60L01BJLdTYFLZlDpHJJeyCM3zdehuDVxSobkC7V5jQfiH2QzFcHWUquuH0410&reference_id=0&publisher=yellowpages&placement=ypwebsitesrpr&action_target=listing_website,0.0,0,"New Car Dealers, Automobile & Truck Brokers, Automobile Leasing",North San Rafael Commercial Center,"JB Direct Cell (San Francisco Peninsula):(415) 342-5185
Janna Robertson (Central Valley):(209) 456-4863
Rich Ridenour (Central Valley):(209) 204-8908
JB Direct Fax (San Francisco Peninsula):(415) 334-3121",Not Listed,http://directsalesandlease.com,Not Listed
Huntington Beach Honda,https://www.yellowpages.com/huntington-beach-ca/mip/huntington-beach-honda-541907986?lid=1001875553202,(714) 698-4922,"17555 Beach Blvd, Huntington Beach, CA 92647",http://api.citygridmedia.com/content/places/v2/click?q=urVBa6moXC5S9VPyC16BYBn_NxLXMVobS_8vbcyI69_gxb4CfBJy9OKohTker_VRQUs_rkabzY8Aw-E7wg8PzxGIRE6Qeb1zffG2kRjt9wW32cq9uCECkL8wpv5bmgpneEjqXH-ukwx1-S27gb_Yqy9inF2yJ7SSpdeG9rpYZsrAaN7SduMZjenR-kJxvJqGJVu6XBMt2L_0Ca1cNInjxTiry92CDQW8DiLnDtFTHaxh1nEpv1X5EI4xKUVrKcTcpGwxdqhP_gfjKklCrDsLls50s6dCD3C4aarjhXLP2Y4AL9AGMz4l2bjGKsnGuNoE3H9vjAEl649dVscM9ohdlVUnXZNRxpkAitkuPPlXZkl1O7TPG0x3BmQFOS-jFbDXtGx_hQUEXCXLyPUpf8NwQldzl3hA6A_mKKQL4C9EoHU&reference_id=0&publisher=yellowpages&placement=ypwebsitesrpr&action_target=listing_website,1.0,1,New Car Dealers,San Bruno Park,"SALES:(877) 587-8635
PARTS:(888) 223-9054
SERVICE:(888) 224-0144
 :(800) 550-5005",http://www.sonicmelodytoyota@gmail.com,http://www.melodytoyota.com,Not Listed
Lincoln Memorial Congregational Church,https://www.yellowpages.com/los-angeles-ca/mip/lincoln-memorial-congregational-church-1000485,(323) 293-8535,"4126 Arlington Ave, Los Angeles, CA 90008",http://www.lincolnucc.org,0.0,0,"New Car Dealers, Attorneys, Auto Repair & Service, Consumer Law Attorneys, Lemon Law Attorneys, Transportation Law Attorneys",Not Listed,Southern California office phone number:(951) 526-2444,"http://www.info@lemonbuyback.com
http://www.Casereview@lemonbuyback.com",http://lemonbuyback.com,"https://www.yelp.com/biz/law-offices-of-jon-jacobs-rocklin-6?adjust_creative=xZR1D5sIhOfqTpbo8Ul3ow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=xZR1D5sIhOfqTpbo8Ul3ow
https://www.bbb.org/sacramento/business-reviews/lemon-law-attorney/law-offices-of-jon-jacobs-in-rocklin-ca-47006983"
Autobahn Collision Center,https://www.yellowpages.com/north-hollywood-ca/mip/autobahn-collision-center-10008050,(818) 765-8777,"12015 Vose St, North Hollywood, CA 91605",http://www.autobahncenter.com,1.0,1,"New Car Dealers, Attorneys, Auto Repair & Service, Consumer Law Attorneys, Lemon Law Attorneys, Transportation Law Attorneys",Not Listed,Southern California office phone number:(951) 526-2444,"http://www.info@lemonbuyback.com
http://www.Casereview@lemonbuyback.com",http://lemonbuyback.com,"https://www.yelp.com/biz/law-offices-of-jon-jacobs-rocklin-6?adjust_creative=xZR1D5sIhOfqTpbo8Ul3ow&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=xZR1D5sIhOfqTpbo8Ul3ow
https://www.bbb.org/sacramento/business-reviews/lemon-law-attorney/law-offices-of-jon-jacobs-in-rocklin-ca-47006983"
Universal City Nissan,https://www.yellowpages.com/los-angeles-ca/mip/universal-city-nissan-1001343,(818) 769-8100,"3550 Cahuenga Blvd W, Los Angeles, CA 90068",http://www.universalcitynissan.com,3.5,7,"New Car Dealers, Auto Repair & Service, Automobile Parts & Supplies, New Truck Dealers, Used Car Dealers",El Cajon,Phone:(619) 579-8888,"http://www.jblake@elcajonford.com
http://www.johnd.sonus24@gmail.com
http://www.service@elcajonford.com
http://www.mmcguigan@elcajonford.com
http://www.pleader@elcajonford.com","http://www.elcajonford.com
http://www.elcajonmotors.com
http://elcajonmotors.dealerconnection.com/service",https://www.facebook.com/ElCajonFord
WW 168 Investment,https://www.yellowpages.com/rosemead-ca/mip/ww-168-investment-10017354,(626) 573-8770,"8038 Garvey Ave, Rosemead, CA 91770",Not Available,0.0,0,"New Car Dealers, Air Conditioning Contractors & Systems, Air Conditioning Service & Repair, Auto Oil & Lube, Auto Repair & Service, Auto Transmission, Automobile Accessories, Automobile Air Conditioning Equipment, Automobile Diagnostic Service, Automobile Parts & Supplies, Automobile Restoration-Antique & Classic, Brake Repair, Used Car Dealers","Bay Ho, Northern San Diego"," :(858) 297-9393
 :(888) 597-9393",http://www.coventrycarssd@aol.com,http://www.coventryjaguar.com,"https://foursquare.com/v/coventry-jaguar/4e1b2329fa762e6608da3f8a
http://www.yelp.com/biz/jaguar-coventry-cars-of-san-diego-san-diego"
Otto Auto Corp,https://www.yellowpages.com/tustin-ca/mip/otto-auto-corp-10045327,(714) 508-8949,"17321 Irvine Blvd Ste 203, Tustin, CA 92780",Not Available,0.0,0,"Auto Repair & Service, Automobile Air Conditioning Equipment, Automobile Air Conditioning Equipment-Service & Repair, Automobile Diagnostic Service, Automobile Inspection Stations & Services, Automobile Parts & Supplies, Automotive Tune Up Service, New Car Dealers","South Los Altos, Central Los Altos",Phone:(650) 947-7228,"http://www.brian@alliedautoworks.com
http://www.matt@alliedautoworks.com
http://www.travis@alliedautoworks.com",http://www.alliedautoworks.com,https://www.facebook.com/pages/allied-auto-works/137478616262725
El Uruapan Auto Sales,https://www.yellowpages.com/ventura-ca/mip/el-uruapan-auto-sales-10051549,(805) 641-3040,"2090 E Thompson Blvd, Ventura, CA 93001",Not Available,0.0,0,New Car Dealers,Burlingame Gardens,Not Listed,"http://www.sales@rectormotors.com
http://www.jhannay@rectormotors.com
http://www.acecil@rectormotors.com
http://www.gsheppard@rectormotors.com",http://www.rectormotors.com,"https://www.facebook.com/pages/rector-motor-car-company/145772582125446
http://twitter.com/audi
https://www.linkedin.com/company/trademotion
http://www.yelp.com/biz/rector-audi-burlingame-4
http://plus.google.com/local/burlingame,%20california/s/rector%20motor%20car%20company"
Union Auto Inc,https://www.yellowpages.com/los-angeles-ca/mip/union-auto-inc-10082084,(323) 255-7281,"4852 York Blvd, Los Angeles, CA 90042",Not Available,0.0,0,"New Car Dealers, Auto Repair & Service, Automobile Body Repairing & Painting, Automobile Body Shop Equipment & Supplies, Automobile Parts & Supplies, Automobile Repairing & Service-Equipment & Supplies, Emission Repair-Automobile & Truck, Glass-Auto, Plate, Window, Etc, New Truck Dealers, Truck Body Repair & Painting, Truck Equipment & Parts, Used Car Dealers, Used Truck Dealers, Wheels-Aligning & Balancing",Not Listed,Phone:(714) 546-1200,http://www.ranauro@aol.com,http://www.connellchevrolet.com,https://www.facebook.com/pages/connell-chevrolet/212398186996
Der Wagenmeister Volkswagen,https://www.yellowpages.com/costa-mesa-ca/mip/der-wagenmeister-volkswagen-10089143,(949) 548-5181,"716 W 16th St, Costa Mesa, CA 92627",Not Available,0.0,0,"New Car Dealers, Auto Repair & Service, Auto Transmission, Automobile Accessories, Automobile Parts & Supplies, Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers, Used Car Dealers",Alhambra,TollFree:(866) 432-9410,Not Listed,http://www.goudyhonda.com,Not Listed
Rolls-Royce of Newport Beach Service and Parts,https://www.yellowpages.com/costa-mesa-ca/mip/rolls-royce-of-newport-beach-service-and-parts-1009,(949) 270-1000,"720 W 17th St, Costa Mesa, CA 92627",Not Available,0.0,0,"New Car Dealers, Alternative Loans, Automobile Salvage, Financial Services, Junk Dealers, Loans, New Truck Dealers, Used Car Dealers",Florence-Graham,Not Listed,http://www.allene74@yahoo.com,http://www.californiausedcarbuyers.com,Not Listed
Wittmeier Honda,https://www.yellowpages.com/chico-ca/mip/wittmeier-honda-10095294,(530) 230-5544,"2288 Forest Ave, Chico, CA 95928",http://automobiles.honda.com/tools/dealer-locator/results.aspx?cs=2&dealer=207515,1.0,1,"New Car Dealers, Auto Repair & Service, New Truck Dealers, Used Car Dealers, Used Truck Dealers",Not Listed,Phone:(707) 462-8818,http://www.cblower@thurstonautoplaza.com,https://thurstonautoplaza.com,Not Listed
Cars Unlimited,https://www.yellowpages.com/hayward-ca/mip/cars-unlimited-10098123,(510) 537-5058,"27570 Mission Blvd, Hayward, CA 94544",http://carsunlimitedonline.com,0.0,0,"New Car Dealers, Auto Engine Rebuilding, Auto Oil & Lube, Auto Repair & Service, Automobile Air Conditioning Equipment-Service & Repair, Automobile Diagnostic Service, Brake Repair, Engine Rebuilding & Exchange","Sorrento Valley, Northern San Diego",Not Listed,Not Listed,"http://www.6dfc5110674a4fb893746b964cdd0d66.sites.yp.com
http://www.volvosaabjeeprepairsd.com",Not Listed
Opies Fine Cars,https://www.yellowpages.com/crescent-city-ca/mip/opies-fine-cars-10102344,(707) 464-1946,"520 Us Highway 101 N, Crescent City, CA 95531",Not Available,0.0,0,"New Car Dealers, Automobile & Truck Brokers, Automobile Leasing, Car Rental, Financial Services",Walnut,Phone:(909) 636-6933,http://www.windy@rsautobroker.com,https://rsautobroker.com,Not Listed
Los Reyes Auto,https://www.yellowpages.com/modesto-ca/mip/los-reyes-auto-10103039,(209) 422-3826,"2422 Crows Landing Rd, Modesto, CA 95358",http://losaltosautosales.wix.com/jdeanda,0.0,0,"Used Car Dealers, Automobile & Truck Brokers, Automobile Consultants, Automobile Salvage, Junk Dealers, New Car Dealers, Wholesale Used Car Dealers",Not Listed,Not Listed,Not Listed,http://cashforcarssandiego.net,Not Listed
Valley Ford Lincoln,https://www.yellowpages.com/hanford-ca/mip/valley-ford-lincoln-10105677,Not Listed,"455 N 11th Ave, Hanford, CA 93230",Not Available,2.0,6,"Automobile Leasing, Auto Oil & Lube, Auto Transmission, Automobile Electric Service, Automobile Manufacturers & Distributors, Automobile Parts & Supplies, Brake Repair, Lubricating Service, New Car Dealers, New Truck Dealers, Truck Service & Repair, Used Car Dealers",Not Listed,"Thurston Auto Plaza:(707) 462-8817
Parts Department:(707) 462-9707
Thurston Honda:(707) 468-9215
North State Auto Sales - Used Cars - 1961 N. State, Ukiah:(707) 462-5557
Toyota, Scion, Chevrolet Sales / Service & Repair:(800) 481-5977
Honda Sales - 2900 N. State St., Ukiah:(800) 287-6727","http://www.thurstnj@pacific.net
http://www.cthurston@enterprise.com",http://www.thurstonautoplaza.com,Not Listed
San Rafael Chrysler Plymouth Dodge,https://www.yellowpages.com/san-rafael-ca/mip/san-rafael-chrysler-plymouth-dodge-10108896,(415) 459-0310,"933 Francisco Blvd E, San Rafael, CA 94901",Not Available,0.0,0,"Brake Repair, Auto Engine Rebuilding, Auto Oil & Lube, Auto Repair & Service, Automobile Air Conditioning Equipment-Service & Repair, Automobile Diagnostic Service, Automobile Parts & Supplies, Automotive Alternators & Generators, Engine Rebuilding & Exchange, New Car Dealers","Sorrento Valley, Northern San Diego",Not Listed,Not Listed,http://www.volvosaabjeeprepairsd.com,Not Listed
Motor Cars Classics,https://www.yellowpages.com/tulare-ca/mip/motor-cars-classics-10115470,(559) 687-1974,"150 N K St, Tulare, CA 93274",http://motorcarsinc.net,0.0,0,"Boat Equipment & Supplies, Boat Dealers, Boat Maintenance & Repair, Marine Equipment & Supplies, New Car Dealers",Not Listed,Not Listed,http://www.sales@johnson-marine.com,http://www.johnson-marine.com,https://www.facebook.com/johnsonmarinesupplies
California Auto Group,https://www.yellowpages.com/stockton-ca/mip/california-auto-group-10118693,(209) 466-1433,"1615 S Mariposa Rd, Stockton, CA 95205",Not Available,0.0,0,"Automobile Performance, Racing & Sports Car Equipment, Auto Racing, Automobile Racing & Sports Cars, Major Appliances, New Car Dealers",Cherryland,Not Listed,http://www.ricecars@aol.com,http://www.ricecars.com,Not Listed
Saigon Auto Sales,https://www.yellowpages.com/garden-grove-ca/mip/saigon-auto-sales-10121452,(714) 638-0041,"9055 Garden Grove Blvd, Garden Grove, CA 92844",Not Available,0.0,0,"Automobile Parts & Supplies, Automobile Accessories, Automobile Parts & Supplies-Used & Rebuilt-Wholesale & Manufacturers, New Car Dealers, Recreational Vehicles & Campers, Trailer Equipment & Parts, Trailer Hitches, Transport Trailers, Transportation Services, Truck Accessories, Truck Caps, Shells & Liners, Truck Equipment & Parts, Truck Equipment, Parts & Accessories-Wholesale & Manufacturers, Used & Rebuilt Auto Parts",Not Listed,Not Listed,Not Listed,Not Listed,http://www.facebook.com/tapstruck
Hwy 62 Motors,https://www.yellowpages.com/yucca-valley-ca/mip/hwy-62-motors-10122077,(760) 853-0315,"56222 29 Palms Hwy, Yucca Valley, CA 92284",Not Available,5.0,1,"New Car Dealers, Auto Repair & Service, New Truck Dealers, Used Car Dealers, Used Truck Dealers",Not Listed,Not Listed,"http://www.sales@corningford.com
http://www.corningford@inreach.com
http://www.bneaton@sbcglobal.net
http://www.psutfin@corningford.com
http://www.slowery@corningford.com","http://www.corningford.com
https://www.corningford.com",Not Listed
Lincoln,https://www.yellowpages.com/los-angeles-ca/mip/lincoln-10123624,(323) 222-8717,"3112 N Main St, Los Angeles, CA 90031",Not Available,0.0,0,"Used & Rebuilt Auto Parts, Auto Repair & Service, Automobile Accessories, Automobile Parts & Supplies, Automobile Parts & Supplies-Used & Rebuilt-Wholesale & Manufacturers, Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers, Automobile Salvage, Junk Dealers, New Car Dealers, Towing, Truck Wrecking","North Valley, Sun Valley",Not Listed,http://www.autowrekplace@aol.com,"http://californiaautowrecking.com
http://www.californiaautowrecking.com",Not Listed
Nino's Volvo Auto Express,https://www.yellowpages.com/santa-monica-ca/mip/ninos-volvo-auto-express-10155763,(310) 450-2299,"2228 Pico Blvd, Santa Monica, CA 90405",Not Available,0.0,0,"New Car Dealers, Auto Oil & Lube, Auto Racing, Auto Repair & Service, Automobile Leasing, Automobile Parts & Supplies, Automobile Performance, Racing & Sports Car Equipment, Automobile Racing & Sports Cars, Car Rental, Financial Services, Loans, Tire Dealers, Used Car Dealers",Not Listed,Not Listed,Not Listed,"http://www.steveschevroletchowchilla.com
https://www.steveschevroletchowchilla.com",Not Listed
Tts Auto,https://www.yellowpages.com/sacramento-ca/mip/tts-auto-1015651,(916) 489-2023,"3409 Fulton Ave, Sacramento, CA 95821",Not Available,0.0,0,"New Car Dealers, New Truck Dealers, Used Car Dealers, Used Truck Dealers",Not Listed,Not Listed,"http://www.Sanderson@wcsandersonford.com
http://www.trevor.sanderson@vbbn.com
http://www.tsanderson@vbbn.com
http://www.mstewart@vbbn.com",http://www.wcsandersonford.com,Not Listed
Tom Hillier Ford,https://www.yellowpages.com/escalon-ca/mip/tom-hillier-ford-10156624,(209) 838-3535,"3000 McHenry Ave, Escalon, CA 95320",http://tomhillierford.com,5.0,1,"Auto Repair & Service, Air Conditioning Contractors & Systems, Air Conditioning Service & Repair, Auto Oil & Lube, Auto Transmission, Automobile Air Conditioning Equipment, Automobile Body Repairing & Painting, Automobile Parts & Supplies, Brake Repair, Engine Rebuilding & Exchange, Mediterranean Restaurants, New Car Dealers, Radiators Automotive Sales & Service, Restaurants, Seafood Restaurants, Towing",Not Listed,Not Listed,http://www.gabrielm1954@yahoo.com,"http://www.gabrielsautoca.com
https://gabrielsautoca.com",https://www.facebook.com/GabrielsAutomotiveAndCollision
Cadillac Designs,https://www.yellowpages.com/santa-cruz-ca/mip/cadillac-designs-10167261,(831) 420-0121,"2301 Branciforte Dr, Santa Cruz, CA 95065",http://cadillacdesigns.com,0.0,0,"New Car Dealers, Auto Repair & Service, Automobile Manufacturers & Distributors, Automobile Parts & Supplies, New Truck Dealers, Used & Rebuilt Auto Parts, Used Car Dealers",Turlock,Not Listed,"http://www.mbonander@bonanderauto.com
http://www.quest_73@hotmail.com
http://www.petem@bonanderauto.com",http://www.bonanderBuickgmc.com,Not Listed
Lasher's Downtown Volkswagen Service Center,https://www.yellowpages.com/sacramento-ca/mip/lashers-downtown-volkswagen-service-center-1016978,(916) 441-2761,"925 S St, Sacramento, CA 95811",http://www.weslashervw.com,0.0,0,"Service Station Equipment & Supplies, Automobile Body Shop Equipment & Supplies, Automobile Repairing & Service-Equipment & Supplies, Compressor Repair, Compressors, Construction & Building Equipment, Forklifts & Trucks, Industrial Equipment & Supplies, Industrial Forklifts & Lift Trucks, Lifts-Automotive & Truck, Lubricating Equipment, Man Lifts, New Car Dealers","North Valley, North Hollywood West",Not Listed,http://www.dan@airdraulics.biz,http://www.airdraulicsinc.com,"https://www.facebook.com/pages/Airdraulics-Inc/111947592201633
https://www.google.com/maps/place/Airdraulics+Inc/@34.2082824,-118.4241217,17z/data=!3m1!4b1!4m5!3m4!1s0x80c296c1f7028f05:0xb314815ffb13872a!8m2!3d34.208278!4d-118.421933?hl=en"
Dow Lewis Nissan,https://www.yellowpages.com/yuba-city-ca/mip/dow-lewis-nissan-10173982,(530) 751-2766,"2800 Colusa Hwy, Yuba City, CA 95993",http://www.dowlewisbuickgmc.com,0.0,0,"New Car Dealers, Auto Repair & Service, Automobile Accessories, Automobile Parts & Supplies, New Truck Dealers, Used Car Dealers, Used Truck Dealers",Not Listed,Not Listed,http://www.teamnissan@teamnissandirect.com,http://www.teamnissandirect.com,"https://facebook.com/teamnissanoxnard
teamnissanofoxnard
TeamNissanCA"
